,participant,trial no.,actual control,angular bias,response,group,dim
2,K-Reg-H-17,3,0.8,0,1,H,0.2238363046343057
3,K-Reg-H-17,4,0.8,90,0,H,0.2116737685700965
4,K-Reg-H-17,5,0.3,90,0,H,0.3737020865958291
5,K-Reg-H-17,6,0.55,0,1,H,0.19130317183158618
6,K-Reg-H-17,7,0.3,90,0,H,0.2664277040600004
7,K-Reg-H-17,8,0.55,0,1,H,0.30742411368209355
8,K-Reg-H-17,9,0.3,90,0,H,0.31265944364958137
9,K-Reg-H-17,10,0.8,0,1,H,0.23223257849691187
10,K-Reg-H-17,11,0.3,90,0,H,0.22636936817459674
11,K-Reg-H-17,12,0.55,90,0,H,0.2242871998082203
12,K-Reg-H-17,13,0.8,0,1,H,0.16345987862970637
13,K-Reg-H-17,14,0.55,90,0,H,0.29993797507641534
14,K-Reg-H-17,15,0.3,90,0,H,0.26892463327807564
15,K-Reg-H-17,16,0.55,90,0,H,0.23754451861822637
16,K-Reg-H-17,17,0.3,90,0,H,0.19125758525381195
17,K-Reg-H-17,18,0.8,90,1,H,0.21171857026334368
18,K-Reg-H-17,19,0.8,0,1,H,0.18916379980221634
19,K-Reg-H-17,20,0.8,90,1,H,0.24604903179221801
20,K-Reg-H-17,21,0.3,0,0,H,0.28633214826180264
21,K-Reg-H-17,22,0.8,90,0,H,0.23551349917208647
22,K-Reg-H-17,23,0.8,0,1,H,0.20768835212740033
23,K-Reg-H-17,24,0.3,90,0,H,0.37889633813217916
24,K-Reg-H-17,25,0.55,90,0,H,0.17512297754784947
25,K-Reg-H-17,26,0.55,0,1,H,0.22075129624363574
26,K-Reg-H-17,27,0.3,0,0,H,0.18311644227353582
27,K-Reg-H-17,28,0.55,0,1,H,0.1808053997157935
28,K-Reg-H-17,29,0.55,0,1,H,0.22123140371515146
29,K-Reg-H-17,30,0.8,90,1,H,0.19337451368957945
30,K-Reg-H-17,31,0.3,0,0,H,0.1970940892504961
31,K-Reg-H-17,32,0.8,0,1,H,0.16604862064970694
32,K-Reg-H-17,33,0.55,90,0,H,0.24728900287224773
33,K-Reg-H-17,34,0.8,90,0,H,0.2715765930887362
34,K-Reg-H-17,35,0.8,90,0,H,0.18974454635703794
35,K-Reg-H-17,36,0.8,90,0,H,0.22889271068788114
36,K-Reg-H-17,37,0.8,90,0,H,0.2068113895492559
37,K-Reg-H-17,38,0.3,90,0,H,0.20504175922308596
38,K-Reg-H-17,39,0.3,0,0,H,0.25131153389510585
39,K-Reg-H-17,40,0.55,90,1,H,0.1848227915465054
40,K-Reg-H-17,41,0.8,0,1,H,0.17265921176930296
41,K-Reg-H-17,42,0.8,0,1,H,0.1827653513432428
42,K-Reg-H-17,43,0.3,90,0,H,0.2231832750567907
43,K-Reg-H-17,44,0.3,0,0,H,0.21731475334179998
44,K-Reg-H-17,45,0.55,0,1,H,0.17880546442341944
45,K-Reg-H-17,46,0.8,0,1,H,0.17576416550565488
46,K-Reg-H-17,47,0.55,0,1,H,0.1879147094743359
47,K-Reg-H-17,48,0.3,0,0,H,0.2698314895509132
48,K-Reg-H-17,49,0.3,0,0,H,0.2718054875276673
49,K-Reg-H-17,50,0.3,0,0,H,0.23265676065730587
50,K-Reg-H-17,51,0.3,90,0,H,0.2565640703282562
51,K-Reg-H-17,52,0.55,90,0,H,0.23198478130644923
52,K-Reg-H-17,53,0.55,90,0,H,0.21318682590762097
53,K-Reg-H-17,54,0.8,90,0,H,0.22917680898720152
54,K-Reg-H-17,55,0.8,0,1,H,0.21398551458089562
55,K-Reg-H-17,56,0.55,90,0,H,0.20155941866995442
56,K-Reg-H-17,57,0.55,0,1,H,0.2195192206188154
57,K-Reg-H-17,58,0.55,0,1,H,0.18038900586722711
58,K-Reg-H-17,59,0.55,90,0,H,0.20035979480302812
59,K-Reg-H-17,60,0.55,0,1,H,0.20285573194636275
0,K-Reg-H-18,1,0.3,90,0,H,0.26492758926709237
1,K-Reg-H-18,2,0.8,90,0,H,0.2407634762218144
2,K-Reg-H-18,3,0.3,0,0,H,0.28185218514234206
3,K-Reg-H-18,4,0.8,0,1,H,0.2883924094278318
4,K-Reg-H-18,5,0.8,90,1,H,0.30710641416969087
5,K-Reg-H-18,6,0.55,90,0,H,0.30147304495452626
6,K-Reg-H-18,7,0.55,0,1,H,0.28223032707743456
7,K-Reg-H-18,8,0.3,90,0,H,0.2861310910807024
8,K-Reg-H-18,9,0.55,0,1,H,0.3116303981380519
9,K-Reg-H-18,10,0.55,0,1,H,0.3322204869441583
10,K-Reg-H-18,11,0.3,0,0,H,0.23327286586043386
11,K-Reg-H-18,12,0.3,0,0,H,0.3235572772163048
12,K-Reg-H-18,13,0.8,0,1,H,0.2741326826951753
13,K-Reg-H-18,14,0.55,90,0,H,0.29907509913009206
14,K-Reg-H-18,15,0.55,0,1,H,0.2611495096944623
15,K-Reg-H-18,16,0.3,90,0,H,0.26900620417655724
16,K-Reg-H-18,17,0.55,0,1,H,0.2627966047374431
17,K-Reg-H-18,18,0.3,90,0,H,0.2608147220061856
18,K-Reg-H-18,19,0.55,90,0,H,0.2584872922678079
19,K-Reg-H-18,20,0.3,0,0,H,0.2910667726655319
20,K-Reg-H-18,21,0.8,0,1,H,0.31240424139794293
21,K-Reg-H-18,22,0.55,90,1,H,0.33568235758208964
22,K-Reg-H-18,23,0.3,90,0,H,0.29778844352212136
23,K-Reg-H-18,24,0.8,0,1,H,0.3580784896618811
24,K-Reg-H-18,25,0.8,90,1,H,0.30884313175189254
25,K-Reg-H-18,26,0.8,90,0,H,0.26752312383461757
26,K-Reg-H-18,27,0.8,0,1,H,0.3277609022555029
27,K-Reg-H-18,28,0.8,0,1,H,0.3124905227681386
28,K-Reg-H-18,29,0.55,0,1,H,0.2903038753456012
29,K-Reg-H-18,30,0.8,0,1,H,0.4109581224593469
30,K-Reg-H-18,31,0.3,0,1,H,0.32726967636864424
31,K-Reg-H-18,32,0.55,0,1,H,0.35364602986041294
32,K-Reg-H-18,33,0.55,0,1,H,0.31025703435963564
33,K-Reg-H-18,34,0.8,90,0,H,0.3005578515799307
34,K-Reg-H-18,35,0.3,0,0,H,0.2865333317989374
35,K-Reg-H-18,36,0.3,90,0,H,0.37676956696337227
36,K-Reg-H-18,37,0.3,0,0,H,0.3140942557888549
37,K-Reg-H-18,38,0.8,90,0,H,0.31108698647208816
38,K-Reg-H-18,39,0.55,90,0,H,0.2647315704106212
39,K-Reg-H-18,40,0.8,90,0,H,0.2837904871650893
40,K-Reg-H-18,41,0.55,90,0,H,0.2893091412440442
41,K-Reg-H-18,42,0.55,0,1,H,0.3562630801076982
42,K-Reg-H-18,43,0.55,90,0,H,0.27279327581088575
43,K-Reg-H-18,44,0.8,0,1,H,0.34103158573188036
44,K-Reg-H-18,45,0.8,90,0,H,0.25025728811400233
45,K-Reg-H-18,46,0.55,90,0,H,0.304358244875025
46,K-Reg-H-18,47,0.3,0,0,H,0.25774436779066245
47,K-Reg-H-18,48,0.3,0,0,H,0.26855692920631746
48,K-Reg-H-18,49,0.8,90,0,H,0.29017815949301606
49,K-Reg-H-18,50,0.3,90,0,H,0.31776613136692705
50,K-Reg-H-18,51,0.8,0,1,H,0.2811154948357606
51,K-Reg-H-18,52,0.3,0,0,H,0.21309376881176376
52,K-Reg-H-18,53,0.3,90,0,H,0.2437362980954139
53,K-Reg-H-18,54,0.3,90,0,H,0.2818071478389641
54,K-Reg-H-18,55,0.8,0,1,H,0.30700522477772973
55,K-Reg-H-18,56,0.8,90,0,H,0.29826673405708065
56,K-Reg-H-18,57,0.55,90,0,H,0.2955008374688928
57,K-Reg-H-18,58,0.55,90,0,H,0.3196639071589671
58,K-Reg-H-18,59,0.3,90,0,H,0.30875100142967915
59,K-Reg-H-18,60,0.55,0,1,H,0.2709076356022665
0,K-Reg-H-19,1,0.3,90,0,H,0.24124741411716313
1,K-Reg-H-19,2,0.8,0,1,H,0.24291409807683279
2,K-Reg-H-19,3,0.55,90,0,H,0.2569627932643319
3,K-Reg-H-19,4,0.3,90,0,H,0.25129300624242895
4,K-Reg-H-19,5,0.3,0,0,H,0.32654934208503245
5,K-Reg-H-19,6,0.8,0,1,H,0.2549856598835179
6,K-Reg-H-19,7,0.3,0,0,H,0.23781598926681272
7,K-Reg-H-19,8,0.55,0,0,H,0.31311087957030365
8,K-Reg-H-19,9,0.55,0,0,H,0.2780454955596275
9,K-Reg-H-19,10,0.8,90,1,H,0.339584515685082
10,K-Reg-H-19,11,0.8,0,1,H,0.27160835939925054
11,K-Reg-H-19,12,0.8,0,1,H,0.2637570009932616
12,K-Reg-H-19,13,0.8,90,0,H,0.2960905761965613
13,K-Reg-H-19,14,0.3,0,0,H,0.2234131401639417
14,K-Reg-H-19,15,0.55,90,0,H,0.34756223265007347
15,K-Reg-H-19,16,0.3,0,0,H,0.35146261122127037
16,K-Reg-H-19,17,0.8,0,1,H,0.23784179607993783
17,K-Reg-H-19,18,0.55,90,0,H,0.2647765198447015
18,K-Reg-H-19,19,0.3,90,0,H,0.42234473171200526
19,K-Reg-H-19,20,0.3,90,0,H,0.3617054489042191
20,K-Reg-H-19,21,0.3,90,0,H,0.36814081222236245
21,K-Reg-H-19,22,0.8,0,1,H,0.21244025341168873
22,K-Reg-H-19,23,0.55,0,1,H,0.2994549200591183
23,K-Reg-H-19,24,0.55,0,1,H,0.21696756931711567
24,K-Reg-H-19,25,0.8,90,1,H,0.3379454986333368
25,K-Reg-H-19,26,0.3,0,0,H,0.33190214717148636
26,K-Reg-H-19,27,0.8,90,0,H,0.31608588616397976
27,K-Reg-H-19,28,0.55,0,1,H,0.25052737637511263
28,K-Reg-H-19,29,0.55,0,1,H,0.20958097364919756
29,K-Reg-H-19,30,0.8,0,1,H,0.2850910423662039
30,K-Reg-H-19,31,0.55,90,0,H,0.28341087492372125
31,K-Reg-H-19,32,0.55,90,0,H,0.2574634971070816
32,K-Reg-H-19,33,0.3,90,0,H,0.26598763217929183
33,K-Reg-H-19,34,0.8,90,0,H,0.3134852383140058
34,K-Reg-H-19,35,0.3,90,0,H,0.419633253907038
35,K-Reg-H-19,36,0.3,90,0,H,0.30110345209865014
36,K-Reg-H-19,37,0.3,0,0,H,0.2932505787388576
37,K-Reg-H-19,38,0.8,90,1,H,0.33876273058251466
38,K-Reg-H-19,39,0.55,90,0,H,0.26281738075434036
39,K-Reg-H-19,40,0.8,90,1,H,0.3465775045927917
40,K-Reg-H-19,41,0.8,0,1,H,0.21843191755304514
41,K-Reg-H-19,42,0.55,0,1,H,0.2240317606821472
42,K-Reg-H-19,43,0.3,90,0,H,0.23458089757135814
43,K-Reg-H-19,44,0.3,0,0,H,0.26597326012209865
44,K-Reg-H-19,45,0.55,0,1,H,0.40895050986922865
45,K-Reg-H-19,46,0.55,90,0,H,0.24313908786857885
46,K-Reg-H-19,47,0.55,90,0,H,0.27046938036724205
47,K-Reg-H-19,48,0.55,0,1,H,0.19075610934610163
48,K-Reg-H-19,49,0.55,90,0,H,0.19393105099034436
49,K-Reg-H-19,50,0.8,90,1,H,0.23348086164144302
50,K-Reg-H-19,51,0.3,0,0,H,0.18072322272391764
51,K-Reg-H-19,52,0.3,90,0,H,0.18453306433732586
52,K-Reg-H-19,53,0.3,0,0,H,0.2318564939186594
53,K-Reg-H-19,54,0.55,0,1,H,0.18720513341066836
54,K-Reg-H-19,55,0.8,90,0,H,0.30152823706740967
55,K-Reg-H-19,56,0.8,90,0,H,0.34748579202903856
56,K-Reg-H-19,57,0.8,0,1,H,0.22484612441971907
57,K-Reg-H-19,58,0.55,90,0,H,0.2772806093049634
58,K-Reg-H-19,59,0.8,0,1,H,0.20787239505417265
59,K-Reg-H-19,60,0.3,0,0,H,0.31553757739795246
0,K-Reg-H-20,1,0.3,90,0,H,0.3505463952822184
1,K-Reg-H-20,2,0.8,0,1,H,0.28668218269613305
2,K-Reg-H-20,3,0.55,90,0,H,0.32142367454272114
3,K-Reg-H-20,4,0.3,90,0,H,0.3181548264218754
4,K-Reg-H-20,5,0.55,0,1,H,0.2763742935620288
5,K-Reg-H-20,6,0.55,90,0,H,0.3015520709591844
6,K-Reg-H-20,7,0.55,90,1,H,0.24837199048152273
7,K-Reg-H-20,8,0.55,90,0,H,0.3497394267932951
8,K-Reg-H-20,9,0.55,90,0,H,0.22962787575810878
9,K-Reg-H-20,10,0.8,90,1,H,0.2752516411646954
10,K-Reg-H-20,11,0.3,0,1,H,0.28283189129740705
11,K-Reg-H-20,12,0.8,0,1,H,0.21804646252667792
12,K-Reg-H-20,13,0.55,0,1,H,0.22298048863216755
13,K-Reg-H-20,14,0.3,90,0,H,0.2724812205450511
14,K-Reg-H-20,15,0.55,90,1,H,0.25914049031919095
15,K-Reg-H-20,16,0.3,90,0,H,0.2819002072862487
16,K-Reg-H-20,17,0.3,0,0,H,0.2821341565413798
17,K-Reg-H-20,18,0.55,0,1,H,0.30600742202577097
18,K-Reg-H-20,19,0.3,0,1,H,0.30566827635094845
19,K-Reg-H-20,20,0.8,0,1,H,0.25372271836880006
20,K-Reg-H-20,21,0.55,90,1,H,0.2778789513132084
21,K-Reg-H-20,22,0.3,90,1,H,0.29582627111913057
22,K-Reg-H-20,23,0.8,90,1,H,0.22952478517917907
23,K-Reg-H-20,24,0.3,90,1,H,0.19667601331621995
24,K-Reg-H-20,25,0.3,0,1,H,0.21295041111809437
25,K-Reg-H-20,26,0.55,0,1,H,0.2615099325146284
26,K-Reg-H-20,27,0.8,90,1,H,0.26247600534113735
27,K-Reg-H-20,28,0.8,90,1,H,0.370946092034666
28,K-Reg-H-20,29,0.55,0,1,H,0.242553214727967
29,K-Reg-H-20,30,0.55,90,0,H,0.2514443320655434
30,K-Reg-H-20,31,0.55,90,0,H,0.25164612006766035
31,K-Reg-H-20,32,0.8,90,1,H,0.29099305643938833
32,K-Reg-H-20,33,0.8,0,1,H,0.2698813356337872
33,K-Reg-H-20,34,0.55,0,1,H,0.21327789538076405
34,K-Reg-H-20,35,0.8,90,0,H,0.2506175443844904
35,K-Reg-H-20,36,0.3,0,0,H,0.2043004677712403
36,K-Reg-H-20,37,0.8,0,1,H,0.27414509464197934
37,K-Reg-H-20,38,0.55,0,0,H,0.25599619176448596
38,K-Reg-H-20,39,0.8,90,0,H,0.21446011328267667
39,K-Reg-H-20,40,0.3,90,1,H,0.23048185862949316
40,K-Reg-H-20,41,0.8,0,1,H,0.349469943089433
41,K-Reg-H-20,42,0.8,0,1,H,0.3399848040814372
42,K-Reg-H-20,43,0.55,0,1,H,0.21477811410283504
43,K-Reg-H-20,44,0.3,90,0,H,0.3460505301707338
44,K-Reg-H-20,45,0.8,90,0,H,0.27775214605436865
45,K-Reg-H-20,46,0.55,90,1,H,0.2573260435503864
46,K-Reg-H-20,47,0.3,0,1,H,0.29779050106436816
47,K-Reg-H-20,48,0.55,0,1,H,0.2201660035355313
48,K-Reg-H-20,49,0.8,90,0,H,0.2139267118727101
49,K-Reg-H-20,50,0.3,0,0,H,0.24867288558374095
50,K-Reg-H-20,51,0.3,90,0,H,0.18589605596576284
51,K-Reg-H-20,52,0.3,0,1,H,0.31916761113301834
52,K-Reg-H-20,53,0.3,0,1,H,0.35027708900908777
53,K-Reg-H-20,54,0.3,0,0,H,0.19765330380816876
54,K-Reg-H-20,55,0.3,90,0,H,0.2484606124663226
55,K-Reg-H-20,56,0.8,0,1,H,0.30273111947136444
56,K-Reg-H-20,57,0.8,0,1,H,0.31843452205439693
57,K-Reg-H-20,58,0.8,0,1,H,0.3032986064296783
58,K-Reg-H-20,59,0.55,0,1,H,0.24924390952039008
59,K-Reg-H-20,60,0.8,90,1,H,0.20680388258810214
0,K-Reg-H-21,1,0.8,0,1,H,0.2231220945803982
1,K-Reg-H-21,2,0.3,90,0,H,0.1789213115299385
2,K-Reg-H-21,3,0.3,0,0,H,0.24364913718906506
3,K-Reg-H-21,4,0.55,0,1,H,0.21895998774908954
4,K-Reg-H-21,5,0.55,90,0,H,0.26359717034562025
5,K-Reg-H-21,6,0.3,0,0,H,0.23639679710615946
6,K-Reg-H-21,7,0.55,0,1,H,0.22056737909336005
7,K-Reg-H-21,8,0.3,0,0,H,0.22436307543739897
8,K-Reg-H-21,9,0.8,90,0,H,0.23757623980572823
9,K-Reg-H-21,10,0.8,90,0,H,0.21425009608911347
10,K-Reg-H-21,11,0.3,0,0,H,0.20037026945244857
11,K-Reg-H-21,12,0.55,90,0,H,0.2165086141755853
12,K-Reg-H-21,13,0.8,0,1,H,0.22487975564237891
13,K-Reg-H-21,14,0.8,0,1,H,0.2107507185802423
14,K-Reg-H-21,15,0.55,90,0,H,0.1956019193794554
15,K-Reg-H-21,16,0.55,0,1,H,0.18036863988043755
16,K-Reg-H-21,17,0.8,0,1,H,0.2537351946021219
17,K-Reg-H-21,18,0.55,90,0,H,0.2336637475172804
18,K-Reg-H-21,19,0.3,90,0,H,0.17957413210158324
19,K-Reg-H-21,20,0.55,90,0,H,0.2071845245814071
20,K-Reg-H-21,21,0.3,90,0,H,0.22953012836871992
21,K-Reg-H-21,22,0.55,90,0,H,0.25323626276870664
22,K-Reg-H-21,23,0.55,0,1,H,0.2287246927291629
23,K-Reg-H-21,24,0.8,90,0,H,0.20181728920999634
24,K-Reg-H-21,25,0.3,90,0,H,0.2114160758794173
25,K-Reg-H-21,26,0.8,90,0,H,0.2214343065740713
26,K-Reg-H-21,27,0.55,0,1,H,0.22705892424875168
27,K-Reg-H-21,28,0.55,0,1,H,0.20353980333136262
28,K-Reg-H-21,29,0.3,0,0,H,0.24454277281209508
29,K-Reg-H-21,30,0.8,0,1,H,0.1800002177717198
30,K-Reg-H-21,31,0.8,0,1,H,0.21360748797510853
31,K-Reg-H-21,32,0.8,90,0,H,0.23248698433027878
32,K-Reg-H-21,33,0.3,90,0,H,0.18724948264389366
33,K-Reg-H-21,34,0.55,90,0,H,0.2201718615571143
34,K-Reg-H-21,35,0.8,90,0,H,0.28892991710193006
35,K-Reg-H-21,36,0.8,90,0,H,0.25243273950123746
36,K-Reg-H-21,37,0.8,90,0,H,0.2226073844662386
37,K-Reg-H-21,38,0.8,90,0,H,0.31302336523631125
38,K-Reg-H-21,39,0.3,90,0,H,0.2796004152400714
39,K-Reg-H-21,40,0.3,0,0,H,0.3147605036597108
40,K-Reg-H-21,41,0.3,90,0,H,0.2869288824970415
41,K-Reg-H-21,42,0.55,0,1,H,0.2060202989164738
42,K-Reg-H-21,43,0.8,0,1,H,0.21424006110991275
43,K-Reg-H-21,44,0.55,90,0,H,0.20206631099553413
44,K-Reg-H-21,45,0.55,90,0,H,0.21810003431828515
45,K-Reg-H-21,46,0.55,0,0,H,0.17280329652919368
46,K-Reg-H-21,47,0.8,90,0,H,0.2755793311059849
47,K-Reg-H-21,48,0.3,0,0,H,0.20697712572514723
48,K-Reg-H-21,49,0.8,0,1,H,0.24166180447920757
49,K-Reg-H-21,50,0.8,0,1,H,0.26185010389329016
50,K-Reg-H-21,51,0.3,0,0,H,0.17987024153951628
51,K-Reg-H-21,52,0.3,90,0,H,0.19291555386384374
52,K-Reg-H-21,53,0.3,0,0,H,0.20013584043285085
53,K-Reg-H-21,54,0.8,0,1,H,0.25849270348644376
54,K-Reg-H-21,55,0.3,90,0,H,0.22457404211371754
55,K-Reg-H-21,56,0.55,0,1,H,0.2795195977882672
56,K-Reg-H-21,57,0.3,0,0,H,0.2027319967048546
57,K-Reg-H-21,58,0.3,90,0,H,0.22337362696310406
58,K-Reg-H-21,59,0.55,0,1,H,0.19050103309440006
59,K-Reg-H-21,60,0.55,90,0,H,0.2811819994893103
0,K-Reg-H-22,1,0.8,0,1,H,0.3051539491823183
1,K-Reg-H-22,2,0.55,90,1,H,0.2655217977340046
2,K-Reg-H-22,3,0.3,90,0,H,0.32571637377097823
3,K-Reg-H-22,4,0.8,90,1,H,0.24671129339551373
4,K-Reg-H-22,5,0.3,0,0,H,0.29343921937081435
5,K-Reg-H-22,6,0.8,90,0,H,0.2758998131093804
6,K-Reg-H-22,7,0.3,90,0,H,0.31811195229177647
7,K-Reg-H-22,8,0.8,90,1,H,0.24664859976376985
8,K-Reg-H-22,9,0.3,90,1,H,0.30112985717883284
9,K-Reg-H-22,10,0.8,0,1,H,0.2679322683550961
10,K-Reg-H-22,11,0.55,90,1,H,0.28113705708312187
11,K-Reg-H-22,12,0.3,90,1,H,0.2678568619491292
12,K-Reg-H-22,13,0.8,0,1,H,0.25552939472678327
13,K-Reg-H-22,14,0.3,0,1,H,0.3002281538733863
14,K-Reg-H-22,15,0.55,90,1,H,0.28051906297501644
15,K-Reg-H-22,16,0.3,90,1,H,0.3206676139855658
16,K-Reg-H-22,17,0.3,90,1,H,0.29676012191629686
17,K-Reg-H-22,18,0.3,0,1,H,0.32028139136253675
18,K-Reg-H-22,19,0.55,0,1,H,0.26544463908424376
19,K-Reg-H-22,20,0.8,0,1,H,0.2662559222233268
20,K-Reg-H-22,21,0.3,0,1,H,0.3106355465536681
21,K-Reg-H-22,22,0.55,0,1,H,0.27584045309439453
22,K-Reg-H-22,23,0.8,90,1,H,0.24611113952574304
23,K-Reg-H-22,24,0.8,0,1,H,0.28320689115811254
24,K-Reg-H-22,25,0.3,0,1,H,0.2640158418205932
25,K-Reg-H-22,26,0.55,0,1,H,0.2441357181912548
26,K-Reg-H-22,27,0.55,90,1,H,0.28997328852259785
27,K-Reg-H-22,28,0.55,90,1,H,0.2684963445006478
28,K-Reg-H-22,29,0.55,0,1,H,0.27942773013682487
29,K-Reg-H-22,30,0.55,90,1,H,0.3048788086167975
30,K-Reg-H-22,31,0.55,0,1,H,0.3191127462416989
31,K-Reg-H-22,32,0.8,0,1,H,0.2508797995427403
32,K-Reg-H-22,33,0.55,90,1,H,0.2617574675648186
33,K-Reg-H-22,34,0.8,90,1,H,0.27549028360311556
34,K-Reg-H-22,35,0.55,0,1,H,0.3042857706706482
35,K-Reg-H-22,36,0.8,0,1,H,0.29681533865456816
36,K-Reg-H-22,37,0.55,90,1,H,0.27183153726078785
37,K-Reg-H-22,38,0.8,90,1,H,0.28672550736841224
38,K-Reg-H-22,39,0.8,0,1,H,0.32163179050318247
39,K-Reg-H-22,40,0.3,0,1,H,0.26707795679986956
40,K-Reg-H-22,41,0.8,0,1,H,0.29534197460475403
41,K-Reg-H-22,42,0.55,0,1,H,0.2862705005922372
42,K-Reg-H-22,43,0.3,90,0,H,0.25344356656000905
43,K-Reg-H-22,44,0.3,0,1,H,0.2898085136848382
44,K-Reg-H-22,45,0.8,90,1,H,0.2945222903773335
45,K-Reg-H-22,46,0.55,0,1,H,0.29832829650896475
46,K-Reg-H-22,47,0.3,0,1,H,0.2727503958291413
47,K-Reg-H-22,48,0.3,90,1,H,0.2676528781243879
48,K-Reg-H-22,49,0.55,90,1,H,0.2633801173487866
49,K-Reg-H-22,50,0.8,90,1,H,0.2789578537927602
50,K-Reg-H-22,51,0.55,0,1,H,0.30484516461727473
51,K-Reg-H-22,52,0.3,90,1,H,0.29278656397064057
52,K-Reg-H-22,53,0.8,90,1,H,0.3520680036920201
53,K-Reg-H-22,54,0.3,0,1,H,0.34819423160503493
54,K-Reg-H-22,55,0.55,90,1,H,0.24155145725365643
55,K-Reg-H-22,56,0.8,90,1,H,0.2752870299773977
56,K-Reg-H-22,57,0.8,0,1,H,0.3957793180041451
57,K-Reg-H-22,58,0.3,0,1,H,0.3629191871981603
58,K-Reg-H-22,59,0.55,0,1,H,0.41499158750072973
59,K-Reg-H-22,60,0.3,90,0,H,0.32825170464467907
0,K-Reg-H-23,1,0.8,90,0,H,0.2569523498313706
1,K-Reg-H-23,2,0.8,0,1,H,0.29276824522808625
2,K-Reg-H-23,3,0.55,90,0,H,0.41011692949266965
3,K-Reg-H-23,4,0.3,90,0,H,0.47917404598048424
4,K-Reg-H-23,5,0.55,90,0,H,0.24512445725078974
5,K-Reg-H-23,6,0.8,90,0,H,0.2503636592976923
6,K-Reg-H-23,7,0.8,0,1,H,0.22070836353470055
7,K-Reg-H-23,8,0.3,0,0,H,0.22675548573872928
8,K-Reg-H-23,9,0.3,90,0,H,0.23065478710860668
9,K-Reg-H-23,10,0.55,0,0,H,0.2727844020876218
10,K-Reg-H-23,11,0.3,90,0,H,0.22941602120765386
11,K-Reg-H-23,12,0.8,90,0,H,0.22570571194070083
12,K-Reg-H-23,13,0.55,0,0,H,0.25263801005203734
13,K-Reg-H-23,14,0.3,0,0,H,0.253793380763655
14,K-Reg-H-23,15,0.3,90,0,H,0.29807124332052554
15,K-Reg-H-23,16,0.55,90,0,H,0.2559553510279004
16,K-Reg-H-23,17,0.3,0,0,H,0.48499834948081744
17,K-Reg-H-23,18,0.8,90,0,H,0.42497355262822656
18,K-Reg-H-23,19,0.8,0,1,H,0.3536980604593326
19,K-Reg-H-23,20,0.3,0,0,H,0.24123688910303548
20,K-Reg-H-23,21,0.55,90,0,H,0.23857491545778337
21,K-Reg-H-23,22,0.55,0,0,H,0.29403797330055775
22,K-Reg-H-23,23,0.3,0,0,H,0.26687536773450404
23,K-Reg-H-23,24,0.55,0,0,H,0.2749349206316124
24,K-Reg-H-23,25,0.3,0,0,H,0.20581268096802952
25,K-Reg-H-23,26,0.3,90,0,H,0.224579669124202
26,K-Reg-H-23,27,0.8,90,0,H,0.22121207027126027
27,K-Reg-H-23,28,0.55,90,0,H,0.30934793485470247
28,K-Reg-H-23,29,0.3,90,0,H,0.33729266108257494
29,K-Reg-H-23,30,0.8,0,1,H,0.29828913395782347
30,K-Reg-H-23,31,0.8,0,1,H,0.20936333150585296
31,K-Reg-H-23,32,0.8,0,1,H,0.21819127763966845
32,K-Reg-H-23,33,0.55,0,0,H,0.18293011913318072
33,K-Reg-H-23,34,0.3,0,0,H,0.3921510026217769
34,K-Reg-H-23,35,0.3,0,0,H,0.5642641283230383
35,K-Reg-H-23,36,0.8,0,1,H,0.3482011471725595
36,K-Reg-H-23,37,0.55,0,0,H,0.25598961410826215
37,K-Reg-H-23,38,0.8,0,1,H,0.24030990965812218
38,K-Reg-H-23,39,0.55,90,0,H,0.3601973287174761
39,K-Reg-H-23,40,0.3,90,0,H,0.3342699841163573
40,K-Reg-H-23,41,0.3,90,0,H,0.4364213774634594
41,K-Reg-H-23,42,0.3,90,0,H,0.2665196217354059
42,K-Reg-H-23,43,0.3,0,0,H,0.3864319433686139
43,K-Reg-H-23,44,0.8,90,0,H,0.25902646003421814
44,K-Reg-H-23,45,0.3,90,0,H,0.22361193007714875
45,K-Reg-H-23,46,0.3,0,0,H,0.2959147368731201
46,K-Reg-H-23,47,0.55,0,0,H,0.22656029858505303
47,K-Reg-H-23,48,0.8,90,0,H,0.24543646171371744
48,K-Reg-H-23,49,0.55,90,0,H,0.2753584270435692
49,K-Reg-H-23,50,0.55,0,0,H,0.2211959686357434
50,K-Reg-H-23,51,0.8,0,1,H,0.19580227441379572
51,K-Reg-H-23,52,0.8,90,0,H,0.22600719486679702
52,K-Reg-H-23,53,0.55,90,0,H,0.22382218681551183
53,K-Reg-H-23,54,0.55,0,0,H,0.2474903394588513
54,K-Reg-H-23,55,0.8,0,1,H,0.2344015508434905
55,K-Reg-H-23,56,0.55,90,0,H,0.2279852708048865
56,K-Reg-H-23,57,0.55,90,0,H,0.18744175570223226
57,K-Reg-H-23,58,0.8,90,0,H,0.23245732209815878
58,K-Reg-H-23,59,0.8,90,0,H,0.26769817500132415
59,K-Reg-H-23,60,0.55,0,0,H,0.21212891559802521
0,K-Reg-H-24,1,0.3,0,0,H,0.21651300398480924
1,K-Reg-H-24,2,0.55,90,0,H,0.2861669913361023
2,K-Reg-H-24,3,0.3,0,1,H,0.2703247384248091
3,K-Reg-H-24,4,0.3,90,0,H,0.2642729763733086
4,K-Reg-H-24,5,0.8,0,1,H,0.2798766165219916
