,participant,trial no.,actual control,angular bias,response,group,dim
5,K-Reg-H-24,6,0.3,0,0,H,0.27347336236313696
6,K-Reg-H-24,7,0.3,0,1,H,0.3078192595629044
7,K-Reg-H-24,8,0.3,90,0,H,0.25618547612953874
8,K-Reg-H-24,9,0.3,90,0,H,0.23476076835051746
9,K-Reg-H-24,10,0.8,90,1,H,0.30644156475295947
10,K-Reg-H-24,11,0.8,0,1,H,0.21970251770733615
11,K-Reg-H-24,12,0.3,0,0,H,0.22721193977490742
12,K-Reg-H-24,13,0.8,90,1,H,0.2975901209415934
13,K-Reg-H-24,14,0.55,0,1,H,0.24124335573585656
14,K-Reg-H-24,15,0.8,90,0,H,0.28491180481121287
15,K-Reg-H-24,16,0.3,90,0,H,0.2817540358959857
16,K-Reg-H-24,17,0.8,0,1,H,0.265464388357823
17,K-Reg-H-24,18,0.55,90,0,H,0.23007100574014305
18,K-Reg-H-24,19,0.8,90,1,H,0.22476003065640235
19,K-Reg-H-24,20,0.55,0,1,H,0.2526552933131712
20,K-Reg-H-24,21,0.55,90,1,H,0.2530595041330974
21,K-Reg-H-24,22,0.8,0,1,H,0.21906424379553335
22,K-Reg-H-24,23,0.8,0,1,H,0.23233037905228637
23,K-Reg-H-24,24,0.55,0,1,H,0.24930748717032494
24,K-Reg-H-24,25,0.55,0,1,H,0.28566691362590574
25,K-Reg-H-24,26,0.3,90,0,H,0.2476406511440683
26,K-Reg-H-24,27,0.55,0,1,H,0.21873791126319045
27,K-Reg-H-24,28,0.8,90,0,H,0.24949720356746588
28,K-Reg-H-24,29,0.3,90,0,H,0.33372665691145204
29,K-Reg-H-24,30,0.55,0,1,H,0.29318416115387413
30,K-Reg-H-24,31,0.55,90,0,H,0.29730747316634704
31,K-Reg-H-24,32,0.8,0,1,H,0.24654492428259875
32,K-Reg-H-24,33,0.3,0,0,H,0.22223716770590798
33,K-Reg-H-24,34,0.55,90,0,H,0.27411330239992726
34,K-Reg-H-24,35,0.8,0,1,H,0.29721840358295204
35,K-Reg-H-24,36,0.55,90,0,H,0.3001611830065558
36,K-Reg-H-24,37,0.3,0,1,H,0.4204772980761868
37,K-Reg-H-24,38,0.55,0,1,H,0.2704069997573678
38,K-Reg-H-24,39,0.8,90,1,H,0.29166563011339497
39,K-Reg-H-24,40,0.3,0,0,H,0.2553785059320887
40,K-Reg-H-24,41,0.55,0,1,H,0.27332449432185546
41,K-Reg-H-24,42,0.55,90,0,H,0.2516445688126961
42,K-Reg-H-24,43,0.55,90,1,H,0.28370732374195745
43,K-Reg-H-24,44,0.8,90,1,H,0.2861834760909306
44,K-Reg-H-24,45,0.8,0,1,H,0.20993499651919553
45,K-Reg-H-24,46,0.55,90,0,H,0.27105715664585944
46,K-Reg-H-24,47,0.55,90,0,H,0.30517918186888016
47,K-Reg-H-24,48,0.8,90,0,H,0.23387637624536198
48,K-Reg-H-24,49,0.3,0,0,H,0.2028179049907569
49,K-Reg-H-24,50,0.3,90,0,H,0.224654273386752
50,K-Reg-H-24,51,0.55,0,1,H,0.24621698284584898
51,K-Reg-H-24,52,0.55,0,1,H,0.2412355320245457
52,K-Reg-H-24,53,0.8,0,1,H,0.30312925171602456
53,K-Reg-H-24,54,0.3,90,0,H,0.32306456078798085
54,K-Reg-H-24,55,0.8,90,0,H,0.22343838460575827
55,K-Reg-H-24,56,0.8,0,1,H,0.2819163916106264
56,K-Reg-H-24,57,0.3,90,0,H,0.29889239894451647
57,K-Reg-H-24,58,0.3,0,0,H,0.26951346775668594
58,K-Reg-H-24,59,0.3,90,0,H,0.3031333201061414
59,K-Reg-H-24,60,0.8,90,1,H,0.2780343762596315
0,K-Reg-H-25,1,0.3,90,0,H,0.23201114342902585
1,K-Reg-H-25,2,0.8,0,1,H,0.19262572720635932
2,K-Reg-H-25,3,0.8,90,0,H,0.19350329412237868
3,K-Reg-H-25,4,0.8,0,1,H,0.2162160053124892
4,K-Reg-H-25,5,0.3,0,0,H,0.22241262011519497
5,K-Reg-H-25,6,0.55,0,1,H,0.20614438025058932
6,K-Reg-H-25,7,0.55,0,1,H,0.21554152608565738
7,K-Reg-H-25,8,0.55,90,0,H,0.19880820476178962
8,K-Reg-H-25,9,0.3,0,0,H,0.19115685455870457
9,K-Reg-H-25,10,0.3,90,0,H,0.2189843866308036
10,K-Reg-H-25,11,0.8,90,0,H,0.21143146685929307
11,K-Reg-H-25,12,0.55,90,0,H,0.20416076731086183
12,K-Reg-H-25,13,0.3,90,0,H,0.18587955626005884
13,K-Reg-H-25,14,0.8,0,1,H,0.1780600911332379
14,K-Reg-H-25,15,0.55,90,0,H,0.16876023401299722
15,K-Reg-H-25,16,0.55,0,1,H,0.23531702872097032
16,K-Reg-H-25,17,0.3,0,0,H,0.18893928574906632
17,K-Reg-H-25,18,0.55,90,0,H,0.18367206534102626
18,K-Reg-H-25,19,0.55,90,0,H,0.26643834837464336
19,K-Reg-H-25,20,0.3,90,0,H,0.21493854979752589
20,K-Reg-H-25,21,0.55,0,1,H,0.16614182733451982
21,K-Reg-H-25,22,0.3,0,1,H,0.18897256957639283
22,K-Reg-H-25,23,0.3,0,1,H,0.193099894248453
23,K-Reg-H-25,24,0.8,0,1,H,0.18003936787121275
24,K-Reg-H-25,25,0.8,0,1,H,0.15684961514710857
25,K-Reg-H-25,26,0.55,0,1,H,0.247489004369116
26,K-Reg-H-25,27,0.55,90,0,H,0.19448455494918612
27,K-Reg-H-25,28,0.8,90,0,H,0.2431721971803173
28,K-Reg-H-25,29,0.8,0,1,H,0.21616642495355848
29,K-Reg-H-25,30,0.3,0,0,H,0.24582924558885677
30,K-Reg-H-25,31,0.3,90,0,H,0.2177128970519495
31,K-Reg-H-25,32,0.8,90,1,H,0.21176060814226352
32,K-Reg-H-25,33,0.3,90,0,H,0.27409253961096486
33,K-Reg-H-25,34,0.55,90,1,H,0.19750153809902166
34,K-Reg-H-25,35,0.8,90,1,H,0.33290675640208633
35,K-Reg-H-25,36,0.55,0,1,H,0.30484163191416597
36,K-Reg-H-25,37,0.8,90,1,H,0.3074913536100195
37,K-Reg-H-25,38,0.3,90,0,H,0.22505626540540288
38,K-Reg-H-25,39,0.3,0,0,H,0.25328153237357764
39,K-Reg-H-25,40,0.3,90,0,H,0.3080880097025365
40,K-Reg-H-25,41,0.8,0,1,H,0.32871934696453897
41,K-Reg-H-25,42,0.8,0,1,H,0.22530132267973407
42,K-Reg-H-25,43,0.55,90,0,H,0.3653462100945672
43,K-Reg-H-25,44,0.55,0,1,H,0.2310697165733362
44,K-Reg-H-25,45,0.55,90,0,H,0.3009126001021625
45,K-Reg-H-25,46,0.55,0,1,H,0.3724246609554677
46,K-Reg-H-25,47,0.3,90,0,H,0.31540157394961893
47,K-Reg-H-25,48,0.8,90,0,H,0.30473166617723174
48,K-Reg-H-25,49,0.55,0,1,H,0.21616627802686245
49,K-Reg-H-25,50,0.8,90,1,H,0.35915005201634376
50,K-Reg-H-25,51,0.8,0,1,H,0.30323171901976964
51,K-Reg-H-25,52,0.55,90,0,H,0.3012432623892103
52,K-Reg-H-25,53,0.3,90,0,H,0.26852981532974457
53,K-Reg-H-25,54,0.3,0,1,H,0.2151898949174769
54,K-Reg-H-25,55,0.8,90,0,H,0.30951972677276396
55,K-Reg-H-25,56,0.8,0,1,H,0.2777000077326976
56,K-Reg-H-25,57,0.55,0,1,H,0.20570203363347925
57,K-Reg-H-25,58,0.3,0,0,H,0.21628332338718745
58,K-Reg-H-25,59,0.3,0,0,H,0.2093474485408347
59,K-Reg-H-25,60,0.8,90,1,H,0.2497687336947314
0,K-Reg-H-26,1,0.55,0,1,H,0.2406369276129383
1,K-Reg-H-26,2,0.55,0,1,H,0.18922567210375915
2,K-Reg-H-26,3,0.3,90,0,H,0.22333625925940478
3,K-Reg-H-26,4,0.55,90,0,H,0.19318580005576488
4,K-Reg-H-26,5,0.3,0,0,H,0.28090002213782006
5,K-Reg-H-26,6,0.3,0,0,H,0.264327369183365
6,K-Reg-H-26,7,0.8,90,1,H,0.2301601825500502
7,K-Reg-H-26,8,0.8,90,1,H,0.26184581284027625
8,K-Reg-H-26,9,0.55,90,0,H,0.24384272337694043
9,K-Reg-H-26,10,0.8,0,1,H,0.22442247363549733
10,K-Reg-H-26,11,0.8,90,0,H,0.3099956062016711
11,K-Reg-H-26,12,0.8,90,1,H,0.2545821366512579
12,K-Reg-H-26,13,0.8,90,0,H,0.21553912300465075
13,K-Reg-H-26,14,0.55,0,1,H,0.2280541571583239
14,K-Reg-H-26,15,0.8,90,0,H,0.29162016814679553
15,K-Reg-H-26,16,0.3,0,0,H,0.22922363563606446
16,K-Reg-H-26,17,0.55,0,1,H,0.19705951581008677
17,K-Reg-H-26,18,0.3,0,0,H,0.2553285203420112
18,K-Reg-H-26,19,0.3,0,0,H,0.2559966098054875
19,K-Reg-H-26,20,0.55,0,1,H,0.28026385010580535
20,K-Reg-H-26,21,0.3,0,0,H,0.2216445702311561
21,K-Reg-H-26,22,0.3,90,0,H,0.2688530706584995
22,K-Reg-H-26,23,0.8,0,1,H,0.16923954243334305
23,K-Reg-H-26,24,0.8,90,1,H,0.1946321620983855
24,K-Reg-H-26,25,0.3,90,0,H,0.2943312177791533
25,K-Reg-H-26,26,0.55,90,0,H,0.23508470376679805
26,K-Reg-H-26,27,0.55,90,0,H,0.1997750511695568
27,K-Reg-H-26,28,0.55,90,0,H,0.2780039458224516
28,K-Reg-H-26,29,0.3,90,0,H,0.2470605067852674
29,K-Reg-H-26,30,0.3,90,0,H,0.1982523238322164
30,K-Reg-H-26,31,0.55,90,0,H,0.3036904298877306
31,K-Reg-H-26,32,0.3,90,0,H,0.2909425565872837
32,K-Reg-H-26,33,0.55,90,0,H,0.23439563978238265
33,K-Reg-H-26,34,0.55,0,0,H,0.20286870459548928
34,K-Reg-H-26,35,0.3,90,0,H,0.23273554086081738
35,K-Reg-H-26,36,0.8,0,1,H,0.23787617616245021
36,K-Reg-H-26,37,0.8,0,1,H,0.19435844001046712
37,K-Reg-H-26,38,0.55,0,0,H,0.2076650721575648
38,K-Reg-H-26,39,0.3,90,0,H,0.18558157111544796
39,K-Reg-H-26,40,0.3,90,0,H,0.22931546836345057
40,K-Reg-H-26,41,0.55,0,0,H,0.2589224996341852
41,K-Reg-H-26,42,0.8,0,1,H,0.18196239791774885
42,K-Reg-H-26,43,0.55,0,1,H,0.17651472663405196
43,K-Reg-H-26,44,0.8,0,1,H,0.22764117815978016
44,K-Reg-H-26,45,0.3,0,0,H,0.20203410288717405
45,K-Reg-H-26,46,0.8,0,1,H,0.22275743913073887
46,K-Reg-H-26,47,0.8,0,1,H,0.1894358874678444
47,K-Reg-H-26,48,0.55,0,1,H,0.18532674187722667
48,K-Reg-H-26,49,0.8,0,1,H,0.18840777837028627
49,K-Reg-H-26,50,0.8,90,0,H,0.3065604187130981
50,K-Reg-H-26,51,0.55,90,0,H,0.2675641625004098
51,K-Reg-H-26,52,0.8,0,1,H,0.1866975871875504
52,K-Reg-H-26,53,0.3,0,0,H,0.25031694567717944
53,K-Reg-H-26,54,0.3,90,0,H,0.2807815188094801
54,K-Reg-H-26,55,0.3,0,0,H,0.2822019544448787
55,K-Reg-H-26,56,0.8,90,0,H,0.17245293503299258
56,K-Reg-H-26,57,0.3,0,0,H,0.2751931322409136
57,K-Reg-H-26,58,0.55,90,0,H,0.21221156355579976
58,K-Reg-H-26,59,0.8,90,1,H,0.2569867610218766
59,K-Reg-H-26,60,0.55,90,0,H,0.29304137170518646
0,K-Reg-H-27,1,0.3,90,0,H,0.36567747800965106
1,K-Reg-H-27,2,0.3,0,0,H,0.2862160874112489
2,K-Reg-H-27,3,0.3,0,0,H,0.270291165587729
3,K-Reg-H-27,4,0.55,0,1,H,0.30180937452332024
4,K-Reg-H-27,5,0.3,90,0,H,0.27015072571235954
5,K-Reg-H-27,6,0.55,0,1,H,0.2732319179009618
6,K-Reg-H-27,7,0.3,90,0,H,0.25984991640630645
7,K-Reg-H-27,8,0.55,90,0,H,0.29460977656928544
8,K-Reg-H-27,9,0.55,90,0,H,0.21409446942125898
9,K-Reg-H-27,10,0.8,0,1,H,0.25325632705801643
10,K-Reg-H-27,11,0.55,0,1,H,0.22166686093132462
11,K-Reg-H-27,12,0.8,0,1,H,0.23433014237964309
12,K-Reg-H-27,13,0.8,0,1,H,0.25894960459135347
13,K-Reg-H-27,14,0.8,90,0,H,0.19237948104537525
14,K-Reg-H-27,15,0.3,90,0,H,0.18807016517341804
15,K-Reg-H-27,16,0.3,0,0,H,0.2446778593235056
16,K-Reg-H-27,17,0.55,90,0,H,0.31327763475018816
17,K-Reg-H-27,18,0.55,0,1,H,0.2464535844850363
18,K-Reg-H-27,19,0.8,90,0,H,0.2511556854142241
19,K-Reg-H-27,20,0.3,90,0,H,0.2617536240522452
20,K-Reg-H-27,21,0.55,0,1,H,0.18829703226596847
21,K-Reg-H-27,22,0.3,0,0,H,0.19584745522781918
22,K-Reg-H-27,23,0.55,90,0,H,0.22154641662468358
23,K-Reg-H-27,24,0.55,0,0,H,0.18497528739511185
24,K-Reg-H-27,25,0.55,0,1,H,0.3180615702267647
25,K-Reg-H-27,26,0.3,0,0,H,0.21049329944960565
26,K-Reg-H-27,27,0.55,90,0,H,0.19558493447415926
27,K-Reg-H-27,28,0.8,0,1,H,0.18854122794448266
28,K-Reg-H-27,29,0.3,90,0,H,0.18335421352529255
29,K-Reg-H-27,30,0.8,90,0,H,0.2491579165970752
30,K-Reg-H-27,31,0.55,90,0,H,0.25871895418414276
31,K-Reg-H-27,32,0.8,90,0,H,0.20023471382721483
32,K-Reg-H-27,33,0.8,0,1,H,0.24192186491546253
33,K-Reg-H-27,34,0.55,0,0,H,0.2049099808882453
34,K-Reg-H-27,35,0.55,90,0,H,0.17158897748657637
35,K-Reg-H-27,36,0.55,0,1,H,0.17439471211941734
36,K-Reg-H-27,37,0.3,0,0,H,0.1899609316352821
37,K-Reg-H-27,38,0.8,90,0,H,0.17414740097030496
38,K-Reg-H-27,39,0.3,0,0,H,0.2199346800177224
39,K-Reg-H-27,40,0.55,0,1,H,0.19971980409750248
40,K-Reg-H-27,41,0.8,90,0,H,0.17071127004252903
41,K-Reg-H-27,42,0.8,90,0,H,0.2171330644623955
42,K-Reg-H-27,43,0.3,90,0,H,0.2749242731845741
43,K-Reg-H-27,44,0.8,0,1,H,0.2166807882626484
44,K-Reg-H-27,45,0.8,90,0,H,0.19604672978576468
45,K-Reg-H-27,46,0.8,0,1,H,0.21254979088465073
46,K-Reg-H-27,47,0.55,90,0,H,0.23504864964658603
47,K-Reg-H-27,48,0.3,90,0,H,0.19354300034097807
48,K-Reg-H-27,49,0.8,90,0,H,0.1867093045980844
49,K-Reg-H-27,50,0.8,0,1,H,0.2082564808604894
50,K-Reg-H-27,51,0.3,0,0,H,0.18001720760022108
51,K-Reg-H-27,52,0.8,0,1,H,0.19533113568148336
52,K-Reg-H-27,53,0.8,0,1,H,0.22545269879261454
53,K-Reg-H-27,54,0.3,90,0,H,0.22285966718304615
54,K-Reg-H-27,55,0.55,90,0,H,0.16778126479100752
55,K-Reg-H-27,56,0.8,90,0,H,0.20137106290911966
56,K-Reg-H-27,57,0.3,90,0,H,0.20376065350691538
57,K-Reg-H-27,58,0.55,90,0,H,0.23671373121945816
58,K-Reg-H-27,59,0.3,0,0,H,0.19109175525972094
59,K-Reg-H-27,60,0.3,0,0,H,0.25346275945680197
0,K-Reg-H-3,1,0.3,0,0,H,0.23108302728672175
1,K-Reg-H-3,2,0.3,90,0,H,0.3652694818023653
2,K-Reg-H-3,3,0.8,90,1,H,0.49156691059986657
3,K-Reg-H-3,4,0.3,0,0,H,0.25286903878652117
4,K-Reg-H-3,5,0.8,90,1,H,0.23007072459163191
5,K-Reg-H-3,6,0.55,0,1,H,0.29669705541268926
6,K-Reg-H-3,7,0.55,0,1,H,0.43796875800214
7,K-Reg-H-3,8,0.8,0,1,H,0.5153713191390878
8,K-Reg-H-3,9,0.3,0,0,H,0.27477516549921255
9,K-Reg-H-3,10,0.55,90,1,H,0.24982570448676056
10,K-Reg-H-3,11,0.8,0,1,H,0.48739608611657764
11,K-Reg-H-3,12,0.3,0,0,H,0.2725903900110748
12,K-Reg-H-3,13,0.3,90,0,H,0.2946989739525368
13,K-Reg-H-3,14,0.3,0,0,H,0.33950182428697323
14,K-Reg-H-3,15,0.55,90,1,H,0.3309836396281192
15,K-Reg-H-3,16,0.8,90,1,H,0.3749412719810403
16,K-Reg-H-3,17,0.55,0,1,H,0.41856012796546066
17,K-Reg-H-3,18,0.55,90,1,H,0.3116349024403539
18,K-Reg-H-3,19,0.55,90,1,H,0.3223912356018854
19,K-Reg-H-3,20,0.8,90,1,H,0.234999934099015
20,K-Reg-H-3,21,0.3,90,0,H,0.19654478611417023
21,K-Reg-H-3,22,0.3,90,1,H,0.2925583312290508
22,K-Reg-H-3,23,0.3,0,0,H,0.22348964101914423
23,K-Reg-H-3,24,0.55,0,1,H,0.2802990855696312
24,K-Reg-H-3,25,0.3,0,0,H,0.3994716758308741
25,K-Reg-H-3,26,0.55,90,1,H,0.2682507704441605
26,K-Reg-H-3,27,0.3,90,0,H,0.23804575692227956
27,K-Reg-H-3,28,0.8,0,1,H,0.4552036309735724
28,K-Reg-H-3,29,0.55,0,1,H,0.2797314215019229
29,K-Reg-H-3,30,0.3,90,0,H,0.2745718052865275
30,K-Reg-H-3,31,0.55,0,1,H,0.416152974354615
31,K-Reg-H-3,32,0.3,90,0,H,0.3183254676875737
32,K-Reg-H-3,33,0.55,90,1,H,0.23915586777594647
33,K-Reg-H-3,34,0.8,0,1,H,0.47378603263233493
34,K-Reg-H-3,35,0.55,0,1,H,0.41401463840887553
35,K-Reg-H-3,36,0.3,90,0,H,0.30049416808321977
36,K-Reg-H-3,37,0.3,90,0,H,0.29700412884915894
37,K-Reg-H-3,38,0.8,0,1,H,0.24593222841575774
38,K-Reg-H-3,39,0.8,90,1,H,0.4284685732158703
39,K-Reg-H-3,40,0.3,0,0,H,0.36898218466695915
40,K-Reg-H-3,41,0.55,0,1,H,0.42306714515625166
41,K-Reg-H-3,42,0.8,0,1,H,0.32571964912630436
42,K-Reg-H-3,43,0.8,90,1,H,0.38738517115733445
43,K-Reg-H-3,44,0.55,90,1,H,0.2982354336989563
44,K-Reg-H-3,45,0.8,90,1,H,0.32546502334697436
45,K-Reg-H-3,46,0.55,0,1,H,0.31357617000904703
46,K-Reg-H-3,47,0.55,90,1,H,0.28236230197531903
47,K-Reg-H-3,48,0.3,0,1,H,0.4639229908327022
48,K-Reg-H-3,49,0.8,90,1,H,0.3377359626782849
49,K-Reg-H-3,50,0.8,0,1,H,0.26661479853282627
50,K-Reg-H-3,51,0.8,0,1,H,0.27364022657611803
51,K-Reg-H-3,52,0.8,90,1,H,0.2993199893055312
52,K-Reg-H-3,53,0.3,90,1,H,0.26566596735810954
53,K-Reg-H-3,54,0.55,0,1,H,0.2781671026951785
54,K-Reg-H-3,55,0.8,90,1,H,0.24689780193794933
55,K-Reg-H-3,56,0.55,90,1,H,0.3744283039141071
56,K-Reg-H-3,57,0.8,0,1,H,0.41783470806923134
57,K-Reg-H-3,58,0.3,0,1,H,0.29440579119289634
58,K-Reg-H-3,59,0.55,90,1,H,0.3534347115076357
59,K-Reg-H-3,60,0.8,0,1,H,0.34449877677315455
0,K-Reg-H-4,1,0.55,90,1,H,0.2267788347919253
1,K-Reg-H-4,2,0.8,90,1,H,0.23804961516839854
2,K-Reg-H-4,3,0.3,0,0,H,0.2858117457552181
3,K-Reg-H-4,4,0.3,0,0,H,0.26927291961930355
4,K-Reg-H-4,5,0.3,90,0,H,0.33067155881990284
5,K-Reg-H-4,6,0.55,90,1,H,0.292220493929413
6,K-Reg-H-4,7,0.8,90,1,H,0.20564088095300076
7,K-Reg-H-4,8,0.55,90,0,H,0.321493293584294
8,K-Reg-H-4,9,0.3,90,0,H,0.3397347552755371
9,K-Reg-H-4,10,0.8,90,1,H,0.22009687771014014
10,K-Reg-H-4,11,0.55,90,1,H,0.3256325763599934
11,K-Reg-H-4,12,0.3,0,0,H,0.24003793534730017
12,K-Reg-H-4,13,0.3,90,1,H,0.2548963781215398
13,K-Reg-H-4,14,0.3,90,0,H,0.33004055306560753
14,K-Reg-H-4,15,0.3,0,0,H,0.28761523062359906
15,K-Reg-H-4,16,0.3,90,0,H,0.3703551947426115
16,K-Reg-H-4,17,0.55,0,1,H,0.3081807141653107
17,K-Reg-H-4,18,0.55,90,0,H,0.3442292650672834
18,K-Reg-H-4,19,0.55,90,1,H,0.3407376866582479
19,K-Reg-H-4,20,0.8,0,1,H,0.2699677578392776
20,K-Reg-H-4,21,0.3,0,0,H,0.20511800365206417
21,K-Reg-H-4,22,0.3,0,0,H,0.229209657616306
22,K-Reg-H-4,23,0.3,90,1,H,0.24363253344273364
23,K-Reg-H-4,24,0.3,0,0,H,0.389943597494277
24,K-Reg-H-4,25,0.55,0,1,H,0.3873239389327173
25,K-Reg-H-4,26,0.55,0,1,H,0.40413321505376737
26,K-Reg-H-4,27,0.55,90,0,H,0.3218937109701366
27,K-Reg-H-4,28,0.3,0,0,H,0.3068386777707406
28,K-Reg-H-4,29,0.55,0,1,H,0.30493693961715956
29,K-Reg-H-4,30,0.3,0,0,H,0.37617765159174893
30,K-Reg-H-4,31,0.3,0,0,H,0.32390959834884014
31,K-Reg-H-4,32,0.8,90,1,H,0.31287642485513983
32,K-Reg-H-4,33,0.3,90,0,H,0.2851791789982025
33,K-Reg-H-4,34,0.8,90,1,H,0.31736848546572943
34,K-Reg-H-4,35,0.55,90,0,H,0.36836839990626147
35,K-Reg-H-4,36,0.55,0,1,H,0.3166409835525518
36,K-Reg-H-4,37,0.8,0,1,H,0.205116974398733
37,K-Reg-H-4,38,0.8,0,1,H,0.35442982353863833
38,K-Reg-H-4,39,0.8,90,0,H,0.31427072215806245
39,K-Reg-H-4,40,0.8,0,1,H,0.30501873860967343
40,K-Reg-H-4,41,0.8,0,1,H,0.3144114328043742
41,K-Reg-H-4,42,0.8,0,1,H,0.3726638773875415
42,K-Reg-H-4,43,0.3,90,0,H,0.26599870757237193
43,K-Reg-H-4,44,0.8,0,1,H,0.4663144336454433
44,K-Reg-H-4,45,0.55,90,0,H,0.28506442568445045
45,K-Reg-H-4,46,0.8,0,1,H,0.4797189941111589
46,K-Reg-H-4,47,0.8,0,1,H,0.5083893071654865
47,K-Reg-H-4,48,0.55,0,1,H,0.30075219958364335
48,K-Reg-H-4,49,0.8,90,1,H,0.35125799721114576
49,K-Reg-H-4,50,0.3,90,0,H,0.259398856310096
50,K-Reg-H-4,51,0.55,0,1,H,0.2967795332531076
51,K-Reg-H-4,52,0.55,0,1,H,0.17114327297670046
52,K-Reg-H-4,53,0.55,0,1,H,0.2189595226408066
53,K-Reg-H-4,54,0.55,90,0,H,0.2423382404772047
54,K-Reg-H-4,55,0.8,90,0,H,0.24260781651911403
55,K-Reg-H-4,56,0.8,90,0,H,0.21246316410666347
56,K-Reg-H-4,57,0.55,0,1,H,0.30866215960195975
57,K-Reg-H-4,58,0.3,90,0,H,0.22796574170788653
58,K-Reg-H-4,59,0.8,0,1,H,0.2197636123414995
59,K-Reg-H-4,60,0.8,90,0,H,0.39946622772433277
0,K-Reg-H-5,1,0.3,0,0,H,0.29763706338757495
1,K-Reg-H-5,2,0.8,90,0,H,0.22561960642779336
2,K-Reg-H-5,3,0.3,0,0,H,0.26777013597148197
3,K-Reg-H-5,4,0.8,0,1,H,0.2040952946336818
4,K-Reg-H-5,5,0.55,90,0,H,0.28780910515557234
5,K-Reg-H-5,6,0.8,0,1,H,0.21509207067500816
6,K-Reg-H-5,7,0.55,90,0,H,0.28928218683167384
7,K-Reg-H-5,8,0.8,0,1,H,0.22111296991948418
8,K-Reg-H-5,9,0.55,90,0,H,0.35886303701850947
9,K-Reg-H-5,10,0.3,0,0,H,0.3056520531188904
10,K-Reg-H-5,11,0.55,0,1,H,0.2602988936537889
11,K-Reg-H-5,12,0.55,90,0,H,0.2589102632971847
12,K-Reg-H-5,13,0.3,0,0,H,0.2637694070725237
13,K-Reg-H-5,14,0.8,90,0,H,0.3820943612232333
14,K-Reg-H-5,15,0.3,90,0,H,0.28912151206954784
15,K-Reg-H-5,16,0.3,90,0,H,0.203328395066965
16,K-Reg-H-5,17,0.55,0,1,H,0.2384703966892998
17,K-Reg-H-5,18,0.55,90,0,H,0.31560944610558556
18,K-Reg-H-5,19,0.8,90,0,H,0.28088987516525293
19,K-Reg-H-5,20,0.3,90,0,H,0.3733599788097892
20,K-Reg-H-5,21,0.8,0,1,H,0.22178440895267534
21,K-Reg-H-5,22,0.8,90,0,H,0.21351265424463484
22,K-Reg-H-5,23,0.55,90,0,H,0.3136652732253833
23,K-Reg-H-5,24,0.3,0,0,H,0.29384712604792157
24,K-Reg-H-5,25,0.55,90,0,H,0.2238872482192864
25,K-Reg-H-5,26,0.3,90,0,H,0.2948369709548215
26,K-Reg-H-5,27,0.8,90,0,H,0.2512157523976572
27,K-Reg-H-5,28,0.8,0,1,H,0.22407904526818404
28,K-Reg-H-5,29,0.3,0,0,H,0.23849375526959993
29,K-Reg-H-5,30,0.8,90,0,H,0.21862335470550157
30,K-Reg-H-5,31,0.55,0,1,H,0.28476626402938254
31,K-Reg-H-5,32,0.8,0,1,H,0.4470174270401602
32,K-Reg-H-5,33,0.55,90,0,H,0.3297046215241261
33,K-Reg-H-5,34,0.3,90,0,H,0.2643155354390783
34,K-Reg-H-5,35,0.55,90,0,H,0.2223405823840165
35,K-Reg-H-5,36,0.8,0,1,H,0.23967746411691165
36,K-Reg-H-5,37,0.3,90,0,H,0.3818547330137869
37,K-Reg-H-5,38,0.55,0,1,H,0.22146566938519555
38,K-Reg-H-5,39,0.55,0,1,H,0.2375751173546306
39,K-Reg-H-5,40,0.3,90,0,H,0.26020165020562214
40,K-Reg-H-5,41,0.8,90,0,H,0.26066212234786224
41,K-Reg-H-5,42,0.3,0,0,H,0.3905893216976011
42,K-Reg-H-5,43,0.3,0,0,H,0.33625627666289715
43,K-Reg-H-5,44,0.8,90,0,H,0.21725974074677512
44,K-Reg-H-5,45,0.8,0,1,H,0.21439945035672506
45,K-Reg-H-5,46,0.8,90,0,H,0.3088508290850712
46,K-Reg-H-5,47,0.8,90,0,H,0.2666590947761592
47,K-Reg-H-5,48,0.55,0,1,H,0.2375563405375582
48,K-Reg-H-5,49,0.3,90,0,H,0.3333422744840613
49,K-Reg-H-5,50,0.8,0,1,H,0.22084267945686453
50,K-Reg-H-5,51,0.55,0,1,H,0.3251054335696397
51,K-Reg-H-5,52,0.55,0,1,H,0.24197171636916232
52,K-Reg-H-5,53,0.55,0,1,H,0.22186803276997388
53,K-Reg-H-5,54,0.3,0,0,H,0.24662349110442902
54,K-Reg-H-5,55,0.8,0,1,H,0.2631645568934804
55,K-Reg-H-5,56,0.55,0,1,H,0.2924605737779901
56,K-Reg-H-5,57,0.55,90,0,H,0.2584494184019932
57,K-Reg-H-5,58,0.3,90,0,H,0.28114511838528616
58,K-Reg-H-5,59,0.3,90,0,H,0.29209489093919605
59,K-Reg-H-5,60,0.3,0,0,H,0.23117372845807058
0,K-Reg-H-6,1,0.55,0,1,H,0.3116159939178158
1,K-Reg-H-6,2,0.8,90,0,H,0.3066124985983771
2,K-Reg-H-6,3,0.55,0,1,H,0.277994517623499
3,K-Reg-H-6,4,0.8,90,0,H,0.3725000022702419
4,K-Reg-H-6,5,0.55,90,1,H,0.31976868587909896
5,K-Reg-H-6,6,0.8,90,0,H,0.3224146858462444
6,K-Reg-H-6,7,0.8,0,1,H,0.2969625477831898
7,K-Reg-H-6,8,0.55,90,1,H,0.3257805618384665
8,K-Reg-H-6,9,0.3,0,0,H,0.2737191778541828
